Venue Name,Venue Physical Address,Region,Country,Full Address,Latitude,Longitude
HOTEL BRISTOL,"127-133 CUBA STREET
WELLINGTON CENTRAL
WELLINGTON 6011",Wellington,New Zealand,"HOTEL BRISTOL 127-133 CUBA STREET
WELLINGTON CENTRAL
WELLINGTON 6011 Wellington New Zealand ",-41.2930794,174.776062
ISLAND BAY BOWLING CLUB,"260 THE PARADE
ISLAND BAY
WELLINGTON 6002",Wellington,New Zealand,"ISLAND BAY BOWLING CLUB 260 THE PARADE
ISLAND BAY
WELLINGTON 6002 Wellington New Zealand ",-41.3390346,174.7716655
THE INNKEEPER OF JOHNSONVILLE,"11-13 BRODERICK ROAD
JOHNSONVILLE
WELLINGTON 6004",Wellington,New Zealand,"THE INNKEEPER OF JOHNSONVILLE 11-13 BRODERICK ROAD
JOHNSONVILLE
WELLINGTON 6004 Wellington New Zealand ",-41.2247616,174.8064779
THE ISLAND BAY BAR,"132-134 THE PARADE
ISLAND BAY
WELLINGTON 6002",Wellington,New Zealand,"THE ISLAND BAY BAR 132-134 THE PARADE
ISLAND BAY
WELLINGTON 6002 Wellington New Zealand ",-41.3344999,174.7732456
888 Sports Bar & Restaurant,"207-209 MAIN ROAD
TAWA SOUTH
WELLINGTON 6006",Wellington,New Zealand,"888 Sports Bar & Restaurant 207-209 MAIN ROAD
TAWA SOUTH
WELLINGTON 6006 Wellington New Zealand ",-41.1689309,174.8247442
KATIKATI R.S.A. AND CITIZENS CLUB,"HENRY ROAD
KATIKATI
BAY OF PLENTY 3063",Bay of Plenty,New Zealand,"KATIKATI R.S.A. AND CITIZENS CLUB HENRY ROAD
KATIKATI
BAY OF PLENTY 3063 Bay of Plenty New Zealand ",-37.5561838,175.9058387
FORTA LEZA RESTAURANT,"2656 STATE HIGHWAY 2
KATIKATI
BAY OF PLENTY 3063",Bay of Plenty,New Zealand,"FORTA LEZA RESTAURANT 2656 STATE HIGHWAY 2
KATIKATI
BAY OF PLENTY 3063 Bay of Plenty New Zealand ",-37.5985581,175.9152532
Hippy Pipi,"500 PUKEHINA PARADE
PUKEHINA
BAY OF PLENTY 3070",Bay of Plenty,New Zealand,"Hippy Pipi 500 PUKEHINA PARADE
PUKEHINA
BAY OF PLENTY 3070 Bay of Plenty New Zealand ",-37.7718696,176.4985393
Anann,"4 PALMER PLACE
TE PUKE
BAY OF PLENTY 3071",Bay of Plenty,New Zealand,"Anann 4 PALMER PLACE
TE PUKE
BAY OF PLENTY 3071 Bay of Plenty New Zealand ",-37.7847937,176.3295564
TE PUKE CITIZENS CLUB,"179-185 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3119
NEW ZEALAND",Bay of Plenty,New Zealand,"TE PUKE CITIZENS CLUB 179-185 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3119
NEW ZEALAND Bay of Plenty New Zealand ",-37.7825873,176.3200991
TE PUNA TAVERN,"15 MINDEN ROAD
TE PUNA
BAY OF PLENTY 3021",Bay of Plenty,New Zealand,"TE PUNA TAVERN 15 MINDEN ROAD
TE PUNA
BAY OF PLENTY 3021 Bay of Plenty New Zealand ",-37.6965785,176.0735464
THE BOOHAI,"112 MAIN ROAD
KATIKATI
BAY OF PLENTY 3063",Bay of Plenty,New Zealand,"THE BOOHAI 112 MAIN ROAD
KATIKATI
BAY OF PLENTY 3063 Bay of Plenty New Zealand ",-37.5582573,175.9160894
Stadium Sports Bar,"91 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3071",Bay of Plenty,New Zealand,"Stadium Sports Bar 91 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3071 Bay of Plenty New Zealand ",-37.7846563,176.3271341
TE PUKE HOTEL,"110 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3071",Bay of Plenty,New Zealand,"TE PUKE HOTEL 110 JELLICOE STREET
TE PUKE
BAY OF PLENTY 3071 Bay of Plenty New Zealand ",-37.7841598,176.3269382
TALISMAN HOTEL,"7-9 MAIN ROAD
KATIKATI
BAY OF PLENTY 3063",Bay of Plenty,New Zealand,"TALISMAN HOTEL 7-9 MAIN ROAD
KATIKATI
BAY OF PLENTY 3063 Bay of Plenty New Zealand ",-37.5522479,175.9181213
WAIHI BEACH RSA,"99 WAIHI BEACH ROAD
WAIHI BEACH
BAY OF PLENTY 2980",Bay of Plenty,New Zealand,"WAIHI BEACH RSA 99 WAIHI BEACH ROAD
WAIHI BEACH
BAY OF PLENTY 2980 Bay of Plenty New Zealand ",-37.4068551,175.9354187
RAILWAY HOTEL,"34 WELD STREET
HOKITIKA
WESTLAND 7900",West Coast,New Zealand,"RAILWAY HOTEL 34 WELD STREET
HOKITIKA
WESTLAND 7900 West Coast New Zealand ",-42.7179208,170.9636784
HOKITIKA CHARTERED CLUB,"42 HAMILTON STREET
HOKITIKA
WESTLAND 7810
NEW ZEALAND",West Coast,New Zealand,"HOKITIKA CHARTERED CLUB 42 HAMILTON STREET
HOKITIKA
WESTLAND 7810
NEW ZEALAND West Coast New Zealand ",-42.718708,170.9625244
HOTEL HARI HARI,"MAIN ROAD
HARIHARI
WESTLAND 7953",West Coast,New Zealand,"HOTEL HARI HARI MAIN ROAD
HARIHARI
WESTLAND 7953 West Coast New Zealand ",-43.15021,170.5642
PIONEER HOTEL,"80 GIBSON QUAY
HOKITIKA
WESTLAND 7900",West Coast,New Zealand,"PIONEER HOTEL 80 GIBSON QUAY
HOKITIKA
WESTLAND 7900 West Coast New Zealand ",-42.7204873,170.9650325
STUMPERS,"94-96 REVELL STREET
HOKITIKA
WESTLAND 7900",West Coast,New Zealand,"STUMPERS 94-96 REVELL STREET
HOKITIKA
WESTLAND 7900 West Coast New Zealand ",-42.7169359,170.9621519
BEACHFRONT HOTEL,"111 REVELL STREET
HOKITIKA
WESTLAND 7900",West Coast,New Zealand,"BEACHFRONT HOTEL 111 REVELL STREET
HOKITIKA
WESTLAND 7900 West Coast New Zealand ",-42.7164375,170.9624377
FOX GLACIER HOTEL,"11 COOK FLAT ROAD
FOX GLACIER
WESTLAND 7859",West Coast,New Zealand,"FOX GLACIER HOTEL 11 COOK FLAT ROAD
FOX GLACIER
WESTLAND 7859 West Coast New Zealand ",-43.464564,170.0165174
WHAKATANE HOTEL,"79 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"WHAKATANE HOTEL 79 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.950608,176.998116
COBB & CO,"81 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"COBB & CO 81 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.9506222,176.9980996
OHOPE CHARTERED CLUB,"7 Bluett Road
OHOPE
WHAKATANE 3121
NEW ZEALAND",Bay of Plenty,New Zealand,"OHOPE CHARTERED CLUB 7 Bluett Road
OHOPE
WHAKATANE 3121
NEW ZEALAND Bay of Plenty New Zealand ",-37.972941,177.058817
RANGITAIKI COSMOPOLITAN CLUB,"11 BRIDGE STREET
EDGECUMBE
WHAKATANE 3082",Bay of Plenty,New Zealand,"RANGITAIKI COSMOPOLITAN CLUB 11 BRIDGE STREET
EDGECUMBE
WHAKATANE 3082 Bay of Plenty New Zealand ",-37.9766423,176.829123
PLAINS HOTEL,"11-19 COLLEGE ROAD
EDGECUMBE
WHAKATANE 3082",Bay of Plenty,New Zealand,"PLAINS HOTEL 11-19 COLLEGE ROAD
EDGECUMBE
WHAKATANE 3082 Bay of Plenty New Zealand ",-37.9763389,176.8278769
MURUPARA HOTEL,"PINE DRIVE
MURUPARA
ROTORUA 3025
NEW ZEALAND",Bay of Plenty,New Zealand,"MURUPARA HOTEL PINE DRIVE
MURUPARA
ROTORUA 3025
NEW ZEALAND Bay of Plenty New Zealand ",-38.4555113,176.7036966
THE QUART HOUSE BAR,"115 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"THE QUART HOUSE BAR 115 THE STRAND
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.9514312,176.9970745
KOPE TURF BAR,"7-9 JAMES STREET
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"KOPE TURF BAR 7-9 JAMES STREET
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.9617707,176.9812635
MATATA HOTEL,"47 ARAWA STREET
MATATA
WHAKATANE 3084",Bay of Plenty,New Zealand,"MATATA HOTEL 47 ARAWA STREET
MATATA
WHAKATANE 3084 Bay of Plenty New Zealand ",-37.8880397,176.7562286
WHAKATANE RSA CLUB,"13/23 RICHARDSON STREET
WHAKATANE CENTRAL
WHAKATANE 3158
NEW ZEALAND",Bay of Plenty,New Zealand,"WHAKATANE RSA CLUB 13/23 RICHARDSON STREET
WHAKATANE CENTRAL
WHAKATANE 3158
NEW ZEALAND Bay of Plenty New Zealand ",-37.9536822,176.9939148
WHAKATANE SPORTFISHING CLUB,"MURIWAI DRIVE
WHAKATANE CENTRAL
WHAKATANE 3080",Bay of Plenty,New Zealand,"WHAKATANE SPORTFISHING CLUB MURIWAI DRIVE
WHAKATANE CENTRAL
WHAKATANE 3080 Bay of Plenty New Zealand ",-37.949307,177.003042
KAMO CLUB,"7-11 Meldrum Street
KAMO
NORTHLAND 0141
NEW ZEALAND",Northland,New Zealand,"KAMO CLUB 7-11 Meldrum Street
KAMO
NORTHLAND 0141
NEW ZEALAND Northland New Zealand ",-35.6806,174.3017
KENSINGTON CLUB,"4-6 HUAPAI STREET
WHANGAREI CENTRAL
NORTHLAND 0112
NEW ZEALAND",Northland,New Zealand,"KENSINGTON CLUB 4-6 HUAPAI STREET
WHANGAREI CENTRAL
NORTHLAND 0112
NEW ZEALAND Northland New Zealand ",-35.7095123,174.3235462
NGUNGURU SPORTS COMPLEX,"Kopipi Crescent
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND",Northland,New Zealand,"NGUNGURU SPORTS COMPLEX Kopipi Crescent
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND Northland New Zealand ",-35.6284313,174.5041591
NORTHLAND CLUB INC,"8 Porowini Avenue
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND",Northland,New Zealand,"NORTHLAND CLUB INC 8 Porowini Avenue
WHANGAREI CENTRAL
NORTHLAND 0110
NEW ZEALAND Northland New Zealand ",-35.7295517,174.3162329
WAIPU HOTEL,"SOUTH ROAD
WAIPU
NORTHLAND 0582",Northland,New Zealand,"WAIPU HOTEL SOUTH ROAD
WAIPU
NORTHLAND 0582 Northland New Zealand ",-35.9854807,174.4473694
Jimmy Jacks Rib Shack & Craft Bar,"117-119 BANK STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"Jimmy Jacks Rib Shack & Craft Bar 117-119 BANK STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.721417,174.3202481
JUDGE - HOUSE OF ALE,"57 WALTON STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"JUDGE - HOUSE OF ALE 57 WALTON STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7259694,174.3226449
TOTE & POKE,"79 CAMERON STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"TOTE & POKE 79 CAMERON STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7262531,174.321354
Pure Bar & Grill,"79A CAMERON STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"Pure Bar & Grill 79A CAMERON STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7262688,174.3213654
HIKURANGI HOTEL,"18 KING STREET
HIKURANGI
NORTHLAND 0114",Northland,New Zealand,"HIKURANGI HOTEL 18 KING STREET
HIKURANGI
NORTHLAND 0114 Northland New Zealand ",-35.5980605,174.2867149
KENSINGTON TAVERN,"3 KENSINGTON AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"KENSINGTON TAVERN 3 KENSINGTON AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7091736,174.3205476
POROTI TAVERN,"MANGAKAHIA ROAD
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"POROTI TAVERN MANGAKAHIA ROAD
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7375186,174.1306873
ONERAHI TAVERN,"CORNER WAVERLY STREET AND ONERAHI ROAD
ONERAHI
NORTHLAND 0110",Northland,New Zealand,"ONERAHI TAVERN CORNER WAVERLY STREET AND ONERAHI ROAD
ONERAHI
NORTHLAND 0110 Northland New Zealand ",-35.7541667,174.3675
THE GRAND HOTEL (WHANGAREI),"CORNER ROSE AND BANK STREETS
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"THE GRAND HOTEL (WHANGAREI) CORNER ROSE AND BANK STREETS
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7263467,174.3193432
Coalies Sports Bar And Grill,"2 STATION ROAD
KAMO
NORTHLAND 0141",Northland,New Zealand,"Coalies Sports Bar And Grill 2 STATION ROAD
KAMO
NORTHLAND 0141 Northland New Zealand ",-35.6818241,174.3007386
TIKIPUNGA TAVERN,"3 WANAKA STREET
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"TIKIPUNGA TAVERN 3 WANAKA STREET
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.6842095,174.3205417
THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED,"9 RUST AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110",Northland,New Zealand,"THE WHANGAREI RETURNED SERVICES ASSOCIATION INCORPORATED 9 RUST AVENUE
WHANGAREI CENTRAL
NORTHLAND 0110 Northland New Zealand ",-35.7268672,174.323561
Kensington Fun House,"183 Manchester Street
CHRISTCHURCH CENTRAL
CHRISTCHURCH 8011
NEW ZEALAND",Canterbury,New Zealand,"Kensington Fun House 183 Manchester Street
CHRISTCHURCH CENTRAL
CHRISTCHURCH 8011
NEW ZEALAND Canterbury New Zealand ",-43.5326202,172.6394848
Armadillo's Beckenham,"155 COLOMBO STREET
BECKENHAM
CHRISTCHURCH 8002",Canterbury,New Zealand,"Armadillo's Beckenham 155 COLOMBO STREET
BECKENHAM
CHRISTCHURCH 8002 Canterbury New Zealand ",-43.5566559,172.6367035
PUNTERS CORNER SPORTS BAR AND TAB,"284 Rangiuru Road
OTAKI
KAPITI COAST 5512
NEW ZEALAND",Wellington,New Zealand,"PUNTERS CORNER SPORTS BAR AND TAB 284 Rangiuru Road
OTAKI
KAPITI COAST 5512
NEW ZEALAND Wellington New Zealand ",-40.7516571,175.1377202
Fusion Bar & Grill,"112 High Street
LOWER HUTT CENTRAL
LOWER HUTT 5010
NEW ZEALAND",Wellington,New Zealand,"Fusion Bar & Grill 112 High Street
LOWER HUTT CENTRAL
LOWER HUTT 5010
NEW ZEALAND Wellington New Zealand ",-41.210356,174.901507
Ruakaka Tavern,"CORNER MARSDEN POINT ROAD AND SIME ROAD
MARSDEN POINT-RUAKAKA
NORTHLAND 0171",Northland,New Zealand,"Ruakaka Tavern CORNER MARSDEN POINT ROAD AND SIME ROAD
MARSDEN POINT-RUAKAKA
NORTHLAND 0171 Northland New Zealand ",-35.8721885,174.4568939
Good Home Lincoln Road,"159 LINCOLN ROAD
HENDERSON
AUCKLAND 0612",Auckland,New Zealand,"Good Home Lincoln Road 159 LINCOLN ROAD
HENDERSON
AUCKLAND 0612 Auckland New Zealand ",-36.862474,174.6295257
MASONIC HOTEL (RAWENE),"8 Parnell Street
RAWENE
NORTHLAND 0473
NEW ZEALAND",Northland,New Zealand,"MASONIC HOTEL (RAWENE) 8 Parnell Street
RAWENE
NORTHLAND 0473
NEW ZEALAND Northland New Zealand ",-35.3936785,173.5052794
BUTLERS REEF,"1133 South Road
OAKURA
TARANAKI 4650
NEW ZEALAND",Taranaki,New Zealand,"BUTLERS REEF 1133 South Road
OAKURA
TARANAKI 4650
NEW ZEALAND Taranaki New Zealand ",-39.1158391,173.9573698
LA MEXICA,"109 The Strand
TAURANGA CENTRAL
TAURANGA 3110
NEW ZEALAND",Bay of Plenty,New Zealand,"LA MEXICA 109 The Strand
TAURANGA CENTRAL
TAURANGA 3110
NEW ZEALAND Bay of Plenty New Zealand ",-37.683876,176.169964
Clyde Sports Bar,"MARINE PARADE
WAIROA
HAWKES BAY 4192",Hawke's Bay,New Zealand,"Clyde Sports Bar MARINE PARADE
WAIROA
HAWKES BAY 4192 Hawke's Bay New Zealand ",-39.0338762,177.4247523
Mr Wang's Bar,"244-256 DOMINION ROAD
MOUNT EDEN
AUCKLAND 1024",Auckland,New Zealand,"Mr Wang's Bar 244-256 DOMINION ROAD
MOUNT EDEN
AUCKLAND 1024 Auckland New Zealand ",-36.89027,174.7465841
EAST COAST BAYS RSA,"784 Beach Road
BROWNS BAY
NORTH SHORE CITY 0630
NEW ZEALAND",Auckland,New Zealand,"EAST COAST BAYS RSA 784 Beach Road
BROWNS BAY
NORTH SHORE CITY 0630
NEW ZEALAND Auckland New Zealand ",-36.7145734,174.7428482
GISBORNE RSA CLUB,"CORNER CHILDERS ROAD AND BRIGHT STREET
GISBORNE CENTRAL
GISBORNE 4010",Gisborne,New Zealand,"GISBORNE RSA CLUB CORNER CHILDERS ROAD AND BRIGHT STREET
GISBORNE CENTRAL
GISBORNE 4010 Gisborne New Zealand ",-38.666625,178.0233216
CLUB HOTEL (SHANNON),"2 BALLANCE STREET
SHANNON
MANAWATU 5555",Manawatu-Wanganui,New Zealand,"CLUB HOTEL (SHANNON) 2 BALLANCE STREET
SHANNON
MANAWATU 5555 Manawatu-Wanganui New Zealand ",-40.5475148,175.4107887
HORSE & HOUND BAR PETONE,"219 JACKSON STREET
PETONE
LOWER HUTT 5012",Wellington,New Zealand,"HORSE & HOUND BAR PETONE 219 JACKSON STREET
PETONE
LOWER HUTT 5012 Wellington New Zealand ",-41.2255786,174.8802286
Pig and Whistle Pub,"41 BALLARAT STREET
QUEENSTOWN
OTAGO 9300
NEW ZEALAND",Otago,New Zealand,"Pig and Whistle Pub 41 BALLARAT STREET
QUEENSTOWN
OTAGO 9300
NEW ZEALAND Otago New Zealand ",-45.0316154,168.6624484
